codice,codice_parlante,codice_pod,cliente,dataAp,stato,dataCh,tipologia,componenti_nucleo,indirizzo_fatturazione,città_fatturazione
e5875822-a275-4947-a9c8-9c673d6de706,U-24032023-001,IT30940576209,ea0a985c-6807-44c3-8616-0f09011451c0,2023-03-24,attiva,NULL,Commerciale,NULL,Viale Del Fiume 42,Correzzana
30038677-df70-4201-bbb8-115a1237818c,U-13052025-001,IT98080520551,5323aa17-9fa5-4f2c-9686-6418e6c99f02,2025-05-13,attiva,NULL,Domestico Residente,3,Piazza Adige 21,Veduggio con Colzano
3e18bd89-7c5b-4c38-9e1c-42e0af0c90c7,U-23092024-002,IT76270212497,277805e3-e4d0-44e8-b654-d27448b99877,2024-09-23,attiva,NULL,Domestico Residente,4,Piazza Virgilio 63,Limbiate
b019abec-61c1-4384-a80c-dc5df304c375,U-25032024-002,IT13749571036,7c5a3f96-fe54-40c8-a7a5-0eb5252088bc,2024-03-25,attiva,NULL,Domestico Residente,3,Corso Perugia 94,Calolziocorte
fd9b69e5-da5b-4f81-a286-f0a13b1cf665,U-21082024-002,IT18372101430,14b32d90-bf3e-46e2-8ac7-b943cbbaaec0,2024-08-21,inattiva,2025-05-24,Domestico Residente,1,Largo Del Tramonto 74,Iseo
38e6ecb9-7a2d-47f3-8cf3-ffd1a8d206b1,U-23032024-002,IT50297001946,a70d07fe-abeb-4cee-a7d5-ba0f26d559e4,2024-03-23,attiva,NULL,Domestico Residente,5,Vicolo Del Bronzo 54,Trescore Balneario
9f0c8b27-7e4a-4b80-9a6d-a360c8735e0d,U-25112022-001,IT77248480441,afc1bc5b-08ff-43ab-bc01-e80a18bf4b4f,2022-11-25,attiva,NULL,Domestico Residente,2,Piazza Italia 22,Clusone
55239693-40ba-4a51-bc59-80f205ecb8c5,U-29062025-001,IT24327905367,be184906-0d74-4e53-8a78-8f4573500582,2025-06-29,attiva,NULL,Domestico Residente,4,Via Dei Cacciatori 74,Suello
2f1dabbe-6af0-4fb3-a071-fbfcb9661044,U-20062024-001,IT20267140120,7ec959b0-ed80-4638-b05d-22eaacaa51cf,2024-06-20,attiva,NULL,Domestico Residente,3,Viale Del Bronzo 114,Correzzana
2f03330c-1b05-4c4f-a6e1-6daa851d32af,U-14082022-001,IT74363732671,446a7244-249a-45d5-8620-db7587847290,2022-08-14,attiva,NULL,Domestico Residente,1,Largo Torino 84,Cadorago
d7c98dd2-289b-4aa8-a11d-09cf1cfd9b8d,U-11092022-001,IT37033591706,446a7244-249a-45d5-8620-db7587847290,2022-09-11,attiva,NULL,Domestico Non Residente,NULL,Largo Torino 84,Cadorago
1a0517b4-2e8e-42cb-8650-476a356b4502,U-13062025-001,IT18372101430,35e9def6-1bd6-456b-b8bc-31434d5f480d,2025-06-13,attiva,NULL,Domestico Residente,4,Largo Del Tramonto 74,Iseo
2541ea15-805e-4134-ab3a-948211628c09,U-27122022-002,IT26341474759,492e93fc-3e1f-4229-ac9c-f6af46bef864,2022-12-27,attiva,NULL,Commerciale,NULL,Via Azzurra 68,Costa Volpino
95aac967-e2e1-417e-8ab3-34ff0a42abe8,U-19072024-001,IT62626124606,7dce416e-5798-45e9-a1e2-46a629e9daac,2024-07-19,attiva,NULL,Domestico Residente,5,Via Pavia 75,Vertova
2b4bee38-bb21-4ee8-bc45-79a1c20b483c,U-13052023-001,IT40263585597,3464dfea-fb27-41f5-b5b3-da658820f9d2,2023-05-13,attiva,NULL,Domestico Residente,5,Vicolo Del Diamante 24,Gandino
7a57b243-4cd7-471a-8da2-a4b77903e2d4,U-23032024-003,IT77308452568,3464dfea-fb27-41f5-b5b3-da658820f9d2,2024-03-23,attiva,NULL,Domestico Non Residente,NULL,Vicolo Del Diamante 24,Gandino
878650ab-aba2-49ba-9e15-ca64e290a159,U-24062025-001,IT67833278373,f4f47cb0-4195-4149-a1c8-0fb910553abd,2025-06-24,attiva,NULL,Domestico Residente,1,Piazza San Giorgio 13,Curno
8582aaa6-e4a1-469c-b7f6-aa9df0ef0e0a,U-27042023-001,IT35991921993,14c346b3-ce5a-49ad-bd6c-e004531cb371,2023-04-27,attiva,NULL,Domestico Residente,1,Viale Delle Betulle 56,Palosco
1db11fa8-4c55-4866-a253-40dcf6ea99d9,U-08062023-001,IT70453477826,43b4fffa-465e-4aa7-b3b2-bd8c6723204b,2023-06-08,attiva,NULL,Industriale,NULL,Viale Sant'Antonio 19,Clusone
7f1e67e7-d490-4b8c-b955-3b878b2e7399,U-10072024-001,IT25390483180,067d656a-b446-4c59-bc57-29ed89d4ba16,2024-07-10,attiva,NULL,Domestico Residente,2,Corso Ascoli Piceno 130,Pusiano
792e7c86-c83b-43a1-8664-2fb6001a14cc,U-20052023-001,IT32901291985,639397ee-29fe-4583-97f3-76d4087aca6e,2023-05-20,attiva,NULL,Domestico Residente,5,Via Parisi 119,Besana in Brianza
20e2f464-673c-44d6-9083-ba9d4ad325d0,U-25122024-001,IT51769753208,c19323e8-7865-49c4-8274-c9cdb84b2d40,2024-12-25,attiva,NULL,Domestico Residente,2,Viale Petrarca 136,Calcinate
2ace041d-353d-4783-9eb3-4bb74cec15d3,U-13092024-003,IT48885719676,8f8dce36-0b5c-4397-b2f2-2fdbc1f957c6,2024-09-13,inattiva,2025-06-08,Domestico Residente,5,Viale Campobasso 12,Dalmine
6f3b2289-7e95-4921-9672-a73a7a7dc191,U-28062023-001,IT88700235583,9b3fd88f-d639-462c-afe2-b5bb0fca02c6,2023-06-28,attiva,NULL,Domestico Residente,1,Viale Garibaldi 21,Palosco
44d023af-87ea-4a01-b9fd-1f92072a7368,U-20072023-002,IT46024230713,21ed591e-8c56-46a4-979a-9eceb46dc58b,2023-07-20,attiva,NULL,Domestico Residente,2,Viale Emilia 100,Pessano con Bornago
065e29be-2772-40bb-ac08-3e5384386915,U-04072025-001,IT98850809827,5e10f91a-c7d2-49c8-9c21-4ec39eca45a9,2025-07-04,inattiva,2027-03-08,Commerciale,NULL,Viale Cagliari 120,Castelli Calepio
a7da369e-b127-4538-92d3-f77f9dc59db5,U-18022023-002,IT23119925757,5e10f91a-c7d2-49c8-9c21-4ec39eca45a9,2023-02-18,attiva,NULL,Industriale,NULL,Viale Cagliari 120,Castelli Calepio
01da85b1-2c4c-4675-8ad2-333fbaf889ea,U-06082023-001,IT62236931817,3b3ef892-583f-4d23-aa15-cb3e5a797d25,2023-08-06,attiva,NULL,Domestico Residente,3,Via Della Chiesa 123,Rivolta d'Adda
5571f160-acf8-4e23-98da-e160dfaf12cb,U-03092024-001,IT52771044736,b02652d9-befb-46c9-8698-c9c10d0839a7,2024-09-03,attiva,NULL,Domestico Residente,2,Viale Del Tramonto 45,Pusiano
d2080175-7e48-4d76-9233-a97a41c6b7ba,U-01072025-001,IT48885719676,b02652d9-befb-46c9-8698-c9c10d0839a7,2025-07-01,inattiva,2028-06-17,Domestico Non Residente,NULL,Viale Del Tramonto 45,Pusiano
f44c77c5-82dd-4627-b6dd-e5061a812413,U-21062028-001,IT48885719676,18a37dd5-c3a3-45ab-827d-16e1a179d925,2028-06-21,attiva,NULL,Domestico Residente,3,Viale Campobasso 12,Dalmine
9ed60c85-0573-42f2-aabd-9c1059384186,U-15052025-001,IT63085034506,18a37dd5-c3a3-45ab-827d-16e1a179d925,2025-05-15,inattiva,2026-08-13,Domestico Non Residente,NULL,Viale Campobasso 12,Dalmine
6c0a1645-6507-4277-8baa-d6a3c9c951ce,U-03062023-003,IT96914092022,2042106c-cb33-499a-9a2b-059c3445ae41,2023-06-03,attiva,NULL,Domestico Residente,2,Viale Saba 18,Seveso
aeb4240d-e39d-4647-8ddd-ed4edb5b2bd5,U-04032025-002,IT87658575924,9ca302cc-aea7-44c3-8f9d-21de702a54d9,2025-03-04,attiva,NULL,Domestico Residente,4,Via Palladio 65,Lovere
4e1ccbf8-941a-4369-b377-323bae8a71a8,U-01052025-001,IT26564053336,09722c53-4fdf-428e-a891-1ca86bcb4947,2025-05-01,attiva,NULL,Domestico Residente,4,Corso Veneto 7,Gazzaniga
2f5719df-064c-444e-acf1-4271e78889bd,U-29082023-001,IT28527642942,2a567eab-cb8a-4b53-bf35-f9ab1cb991b3,2023-08-29,attiva,NULL,Domestico Residente,2,Vicolo Canova 53,Sarnico
547916cd-94cc-4cae-b1dd-bca1840a852f,U-22082026-002,IT63085034506,e255832b-2330-4c08-b20d-7eb0b20cbe21,2026-08-22,attiva,NULL,Domestico Residente,1,Piazza Perugia 145,Gessate
5fd44c64-46fc-4601-b796-5e660e3a68ee,U-16082023-001,IT56808605483,ae77c3b7-89c1-43dc-b4fd-2ef454395d64,2023-08-16,attiva,NULL,Domestico Residente,4,Viale Dei Vasai 136,Paladina
667644de-4c36-47be-b937-8396eb4de096,U-21072025-001,IT11675788308,ae77c3b7-89c1-43dc-b4fd-2ef454395d64,2025-07-21,attiva,NULL,Domestico Non Residente,NULL,Viale Dei Vasai 136,Paladina
dbf9ec1d-e348-43b9-93a5-2fe3953d3cdd,U-23022025-001,IT55149227605,b69213b1-1020-4e13-8418-1d0f5898e9dc,2025-02-23,attiva,NULL,Domestico Residente,2,Largo Milano 148,Gazzaniga
1fddeb12-6adf-4070-8847-63c90783d067,U-21022025-002,IT80886021229,5d31f1ec-af4a-4f42-afa4-ae171dcb5639,2025-02-21,attiva,NULL,Domestico Residente,3,Viale Udine 25,Civate
977adb4e-ff10-4bd4-be30-ed6b48de421c,U-04062024-001,IT24327793881,9ca58b65-c4ac-49ab-ab70-6012443f4a54,2024-06-04,attiva,NULL,Domestico Residente,4,Viale Dell'Oleandro 150,Sarnico
7db06f70-b47e-4191-b5fc-dee999e97adb,U-30062024-002,IT60563116108,60d7f03f-9ba6-404c-8e54-15fc2213308d,2024-06-30,attiva,NULL,Domestico Residente,3,Viale Brunelleschi 55,Stezzano
6d56d881-63ac-4e9a-9753-db1c2ec2c3cb,U-11072024-002,IT94219589879,a66d6f8d-eadd-439d-a0ab-ed326411fd60,2024-07-11,attiva,NULL,Industriale,NULL,Largo Limoni 32,Almè
86af9472-7b84-4105-bec0-c2752799dfc8,U-20112022-001,IT28737811660,faac593d-af43-4790-acd3-be8ec0545fa4,2022-11-20,attiva,NULL,Domestico Residente,4,Largo Leopardi 24,Palazzolo sull'Oglio
050ce178-569d-4928-990a-c906852269ed,U-23022024-001,IT66511364696,a81e1625-2cab-46cc-9f88-0af3ec8cb510,2024-02-23,attiva,NULL,Domestico Residente,1,Corso Bernini 132,Lesmo
64da5045-64a7-44b0-acc2-f75fbfebcc70,U-12032027-001,IT98850809827,07963b3d-e950-4893-a4cc-424d6ed4ac78,2027-03-12,inattiva,2029-04-17,Industriale,NULL,Viale Catanzaro 33,Urgnano
e5ca0df3-72c1-45c9-a427-f03a08fd2367,U-31052023-001,IT44836178157,6633e883-c583-4e24-a3cc-7b9453551d9f,2023-05-31,attiva,NULL,Domestico Residente,4,Via Giulio Cesare 120,Albino
eb221e17-4eec-4291-ad95-8020aa6acb66,U-27112025-001,IT90817382140,52cef6ef-5402-4a9b-9f86-feea7262430a,2025-11-27,attiva,NULL,Domestico Residente,2,Vicolo Giovanni Falcone 21,Ceriano Laghetto
8024559c-0c7b-44f6-bc55-e66cb696fbb1,U-17012025-002,IT34873510473,9dcb715b-5317-40d5-86ac-6223a591dd8d,2025-01-17,attiva,NULL,Domestico Residente,4,Viale Delle Margherite 32,Terno d'Isola
d3958cc7-149c-4139-ba05-bd7c8fd4854a,U-02102022-002,IT21786545361,f0c1c73a-e457-4f79-ab08-849b342d576e,2022-10-02,attiva,NULL,Domestico Residente,4,Viale Adda 116,Clusone
29bb9468-50db-490a-96d6-6522dc01ee32,U-13092025-001,IT87160981036,dd793280-61cd-427f-896e-9d10ba7815ed,2025-09-13,attiva,NULL,Domestico Residente,5,Vicolo Bari 144,Palosco
02d2238e-f1cf-4fb2-a421-45659347eab2,U-14082024-001,IT63766770314,4ab8475c-3457-42d5-8c59-2aecf56cb2e6,2024-08-14,inattiva,2027-02-22,Domestico Residente,2,Corso Delle Rose 22,Renate
7156a7dc-2e99-44d0-bfea-ebd634782537,U-12012024-001,IT24494340704,ba6f375e-88c1-4d52-a0c8-ca7d2d897105,2024-01-12,attiva,NULL,Domestico Residente,4,Largo Dell'Oleandro 89,Seriate
4ff34f48-eafc-4abd-b130-cfc882515f24,U-17032027-001,IT63766770314,5b500530-a35e-4b6a-9186-f34374b3a0b2,2027-03-17,attiva,NULL,Domestico Residente,4,Corso Delle Rose 22,Renate
6e729c03-f8c6-431f-8491-519ae0a4409f,U-31072023-001,IT39771745035,788a8c69-de08-4120-aede-bc0081711e9b,2023-07-31,attiva,NULL,Domestico Residente,4,Via Sondrio 13,Cesano Maderno
0e5f722a-0278-498d-9596-f47e33c9b1ba,U-18072024-001,IT98422237966,3cde7a22-5144-43a2-a3f7-b90765e9c896,2024-07-18,attiva,NULL,Domestico Residente,2,Largo Viole 94,Giussano
88905cb4-3bd0-4240-9f9e-e7dc013dfb6a,U-14092022-001,IT80721700622,0744366c-a37a-485c-b6f8-1848cca2a661,2022-09-14,inattiva,2023-01-24,Domestico Residente,5,Via Terni 61,Iseo
9290bb31-7767-467e-8e35-b4679f3e7b31,U-12082024-002,IT31500487859,0744366c-a37a-485c-b6f8-1848cca2a661,2024-08-12,attiva,NULL,Domestico Non Residente,NULL,Via Terni 61,Iseo
ed26729a-aeee-442d-9022-47168f314178,U-26032024-001,IT14356751498,2d1fb235-1dc3-48db-82f2-6b6c90902d0b,2024-03-26,attiva,NULL,Domestico Residente,2,Largo Bembo 68,Casatenovo
38e6c424-a78b-4735-bec4-91a41ab47fbc,U-28022024-001,IT94245924215,3546a41c-3ab8-46d5-8b12-43192c810860,2024-02-28,attiva,NULL,Commerciale,NULL,Corso Dell'Eclissi 15,Cesano Maderno
1bfbd28f-c64d-4ae1-98c8-67e6ade4153d,U-22022023-001,IT80721700622,e14f87d9-0e0b-414c-b7c8-995220662702,2023-02-22,attiva,NULL,Domestico Residente,4,Corso Tulipani 29,Calusco d'Adda
09045181-dff0-446f-9115-dddb47caa4ad,U-23042023-001,IT15707682428,fe1cc9f0-293e-41bd-b11f-336d6cbd46d1,2023-04-23,attiva,NULL,Commerciale,NULL,Via Del Vespro 110,Roncello
35d7d90c-4ee2-473e-894b-5f6ea588ed70,U-25112023-001,IT75444411237,2cc63817-d250-4e74-833d-38574e06a5ad,2023-11-25,attiva,NULL,Domestico Residente,1,Vicolo Della Rocca 115,Trezzo sull'Adda
a09f36c0-17af-42e3-b10e-304d250b0dbd,U-09112023-001,IT89653547164,2cc63817-d250-4e74-833d-38574e06a5ad,2023-11-09,inattiva,2025-08-28,Domestico Non Residente,NULL,Vicolo Della Rocca 115,Trezzo sull'Adda
bb2d487a-fff5-4110-b867-fae4cbb8ef80,U-29022024-001,IT12542974992,e7a90ffe-8188-485b-9ec9-ecfef3395e97,2024-02-29,attiva,NULL,Domestico Residente,4,Largo Dei Contadini 123,Missaglia
d1f08ad6-79b5-4d0c-a36f-4295b07e6204,U-17062025-001,IT73581904815,78f8accb-8bb8-48f0-95cf-bf88a8e67120,2025-06-17,attiva,NULL,Domestico Residente,1,Viale Albert Einstein 146,Cantù
fe5a093d-fb29-4b8b-913c-0b1791f64b28,U-05072022-001,IT83528610844,78f8accb-8bb8-48f0-95cf-bf88a8e67120,2022-07-05,attiva,NULL,Domestico Non Residente,NULL,Viale Albert Einstein 146,Cantù
96fd9a52-0aaf-4f94-bca6-513b2b7dca91,U-17012024-001,IT75193782017,121e0730-6c2e-4de9-99dd-d19082c5d5ba,2024-01-17,attiva,NULL,Domestico Residente,1,Largo Albert Einstein 105,Veduggio con Colzano
b620219f-517a-42e1-9fb7-6d3b0c794aae,U-17092025-001,IT89653547164,a112a615-2ac0-4711-9522-0481606a5254,2025-09-17,attiva,NULL,Domestico Residente,5,Piazza Modena 70,Pedrengo
150367ab-e8b8-435a-8bcf-528b303b16d9,U-27032024-002,IT13192776052,ddca7f17-9324-446f-86da-dfff15cace5d,2024-03-27,attiva,NULL,Domestico Residente,3,Via Dell'Eclissi 79,Macherio
88702f04-2e33-401c-9d48-f1f53e1d7f6b,U-14022024-001,IT68588499252,342210ac-29b7-44b9-8303-feeaaed2ff05,2024-02-14,attiva,NULL,Domestico Residente,1,Largo Agostino Depretis 144,Besana in Brianza
55c92143-ef53-45f5-8a0d-37cfce65d511,U-03102023-001,IT66280873065,342210ac-29b7-44b9-8303-feeaaed2ff05,2023-10-03,attiva,NULL,Domestico Non Residente,NULL,Largo Agostino Depretis 144,Besana in Brianza
613a8be9-d666-4253-980a-8b38c9614ecc,U-20112025-002,IT72107184527,8fd928b8-b146-480c-ba9f-20d16da542d0,2025-11-20,attiva,NULL,Domestico Residente,2,Via Cellini 59,Brusaporto
79a13b66-b46f-41b6-936b-191e5a4abc29,U-26052024-001,IT96776284943,d178067b-350c-490b-93b7-273ff27d8e21,2024-05-26,attiva,NULL,Industriale,NULL,Via Isonzo 16,Seregno
1c23bde5-8f2d-4356-8e94-ebffa94a25e1,U-26092022-002,IT42264292185,bc5aa503-83e1-4e73-bd76-971144ab2a88,2022-09-26,attiva,NULL,Domestico Residente,3,Largo Sciascia 26,Grassobbio
cade423e-1ce0-41c1-a45e-4b1b38f42ec1,U-13102022-002,IT20531999311,b2c30c89-6484-451b-ba99-dcb259e35ac8,2022-10-13,attiva,NULL,Commerciale,NULL,Viale Frosinone 53,Meda
1a9bc840-944d-432b-b1d9-020f626a7857,U-11012024-001,IT12959646539,c9e6f258-e86b-4e40-ad0d-b46585c48a53,2024-01-11,attiva,NULL,Domestico Residente,1,Corso Del Glicine 63,Brembate di Sopra
49fa9689-2272-4c26-9ebc-7e2fff2be2ac,U-19062025-002,IT65050648821,52c3a7ad-0e8d-41a2-b0b5-daf62d13186f,2025-06-19,attiva,NULL,Industriale,NULL,Largo Dell'Oro 116,Cividate al Piano
7444fd33-142d-4937-9e1b-849ff6ce1fd2,U-02072025-001,IT18279182787,63dea0e6-9b5b-4d2e-96bb-e334c9d01f8a,2025-07-02,attiva,NULL,Domestico Residente,2,Piazza Beccaria 2,Merate
5b535a35-9489-4f00-985b-40e0ba013fa0,U-12102023-001,IT53681601654,35d97a13-083d-477a-95ae-2a8f979d7a04,2023-10-12,attiva,NULL,Domestico Residente,4,Corso Cedri 72,Cambiago
5af6616d-0839-4292-8981-cbc25d870d2a,U-14112023-001,IT32591655558,35d97a13-083d-477a-95ae-2a8f979d7a04,2023-11-14,inattiva,2024-11-03,Domestico Non Residente,NULL,Corso Cedri 72,Cambiago
